# JPEG (using image magick)


# Berlin.ppm
"Berlin"
 19:   0.2563 bpp     29.8003 dB   ( R:  29.7447 dB   G:  30.6693 dB   B:  29.1241 dB )
 20:   0.2653 bpp     29.9823 dB   ( R:  29.8357 dB   G:  30.7520 dB   B:  29.4590 dB )
 21:   0.2765 bpp     30.0974 dB   ( R:  29.8614 dB   G:  30.8666 dB   B:  29.6580 dB )
 22:   0.2860 bpp     30.2034 dB   ( R:  29.9885 dB   G:  31.0062 dB   B:  29.7189 dB )
 23:   0.2955 bpp     30.2604 dB   ( R:  30.1352 dB   G:  31.0558 dB   B:  29.6986 dB )
 24:   0.3056 bpp     30.4512 dB   ( R:  30.2224 dB   G:  31.2077 dB   B:  30.0144 dB )
 25:   0.3153 bpp     30.4317 dB   ( R:  30.1814 dB   G:  31.2115 dB   B:  29.9981 dB )
 26:   0.3252 bpp     30.5455 dB   ( R:  30.2985 dB   G:  31.3322 dB   B:  30.1032 dB )
 27:   0.3356 bpp     30.6542 dB   ( R:  30.4534 dB   G:  31.4028 dB   B:  30.1969 dB )
 28:   0.3467 bpp     30.7507 dB   ( R:  30.5344 dB   G:  31.5182 dB   B:  30.2938 dB )
 29:   0.3553 bpp     30.8195 dB   ( R:  30.5880 dB   G:  31.5759 dB   B:  30.3855 dB )
 30:   0.3651 bpp     30.8373 dB   ( R:  30.6233 dB   G:  31.6626 dB   B:  30.3352 dB )
 31:   0.3751 bpp     30.9198 dB   ( R:  30.6528 dB   G:  31.7115 dB   B:  30.4932 dB )
 32:   0.3844 bpp     30.9783 dB   ( R:  30.7130 dB   G:  31.7808 dB   B:  30.5420 dB )
 33:   0.3976 bpp     31.1111 dB   ( R:  30.8905 dB   G:  31.8290 dB   B:  30.6962 dB )
 34:   0.4049 bpp     31.1394 dB   ( R:  30.9144 dB   G:  31.9033 dB   B:  30.6936 dB )
 35:   0.4206 bpp     31.1897 dB   ( R:  30.9580 dB   G:  31.9813 dB   B:  30.7293 dB )
 36:   0.4329 bpp     31.2810 dB   ( R:  31.0574 dB   G:  32.0215 dB   B:  30.8516 dB )
 37:   0.4393 bpp     31.3118 dB   ( R:  31.0879 dB   G:  32.0552 dB   B:  30.8805 dB )
 38:   0.4566 bpp     31.3534 dB   ( R:  31.1312 dB   G:  32.1465 dB   B:  30.8828 dB )
 39:   0.4670 bpp     31.3927 dB   ( R:  31.1786 dB   G:  32.1890 dB   B:  30.9122 dB )
 40:   0.4720 bpp     31.4354 dB   ( R:  31.1922 dB   G:  32.2357 dB   B:  30.9793 dB )
 41:   0.4911 bpp     31.5081 dB   ( R:  31.2684 dB   G:  32.3134 dB   B:  31.0450 dB )
